# Log format <Tick> <peer Type> <Total # of max TFT Slots> <Total # of max OU Slots> <Total # of used TFT Slots> <Total # of used OU Slots> <# of peers>
45;Peer;14;7;10;8;7
45;Peer_C1;0;80;0;24;5
46;Peer;14;7;10;8;7
46;Peer_C1;0;80;0;24;5
47;Peer;14;7;10;8;7
47;Peer_C1;0;80;0;24;5
48;Peer;14;7;10;8;7
48;Peer_C1;0;80;0;24;5
49;Peer;14;7;10;8;7
49;Peer_C1;0;80;0;24;5
50;Peer;14;7;10;8;7
50;Peer_C1;0;80;0;26;5
51;Peer;14;7;10;8;7
51;Peer_C1;0;80;0;24;5
52;Peer;14;7;10;8;7
52;Peer_C1;0;80;0;23;5
53;Peer;14;7;10;8;7
53;Peer_C1;0;96;0;21;6
54;Peer;14;7;10;8;7
54;Peer_C1;0;96;0;26;6
55;Peer;14;7;10;8;7
55;Peer_C1;0;96;0;27;6
56;Peer;14;7;10;8;7
56;Peer_C1;0;96;0;27;6
57;Peer;14;7;10;9;7
57;Peer_C1;0;96;0;26;6
58;Peer;14;7;10;9;7
58;Peer_C1;0;96;0;27;6
59;Peer;14;7;10;9;7
59;Peer_C1;0;96;0;27;6
60;Peer;14;7;10;9;7
60;Peer_C1;60;36;0;25;6
61;Peer;14;7;10;8;7
61;Peer_C1;60;36;0;23;6
62;Peer;16;8;11;9;8
62;Peer_C1;60;36;0;23;6
63;Peer;16;8;12;9;8
63;Peer_C1;60;36;6;21;6
64;Peer;16;8;12;9;8
64;Peer_C1;60;36;8;21;6
65;Peer;16;8;12;9;8
65;Peer_C1;60;52;6;21;7
66;Peer;16;8;12;9;8
66;Peer_C1;60;52;7;20;7
67;Peer;16;8;12;9;8
67;Peer_C1;60;52;16;18;7
68;Peer;16;8;12;9;8
68;Peer_C1;60;52;15;18;7
69;Peer;16;8;12;9;8
69;Peer_C1;60;52;15;17;7
70;Peer;16;8;12;10;8
70;Peer_C1;60;52;22;19;7
71;Peer;16;8;12;10;8
71;Peer_C1;60;52;23;19;7
72;Peer;16;8;12;9;8
72;Peer_C1;60;52;22;19;7
73;Peer;18;9;12;9;9
73;Peer_C1;60;52;24;19;7
74;Peer;18;9;12;9;9
74;Peer_C1;60;68;26;19;8
75;Peer;18;9;12;9;9
75;Peer_C1;60;68;28;19;8
76;Peer;18;9;12;9;9
76;Peer_C1;60;68;24;29;8
77;Peer;18;9;12;9;9
77;Peer_C1;60;68;22;30;8
78;Peer;18;9;12;9;9
78;Peer_C1;60;68;23;29;8
79;Peer;18;9;13;11;9
79;Peer_C1;60;84;21;28;9
80;Peer;18;9;14;11;9
80;Peer_C1;60;84;20;27;9
81;Peer;18;9;15;12;9
81;Peer_C1;60;84;19;26;9
82;Peer;18;9;13;11;9
82;Peer_C1;60;84;17;26;9
83;Peer;18;9;13;11;9
83;Peer_C1;60;84;17;27;9
84;Peer;18;9;14;11;9
84;Peer_C1;60;100;17;26;10
85;Peer;18;9;13;10;9
85;Peer_C1;60;100;15;24;10
86;Peer;18;9;14;11;9
86;Peer_C1;60;100;14;27;10
87;Peer;18;9;15;11;9
87;Peer_C1;60;100;16;31;10
88;Peer;20;10;13;10;10
88;Peer_C1;60;100;17;31;10
89;Peer;20;10;15;10;10
89;Peer_C1;60;100;16;30;10
90;Peer;20;10;14;11;10
90;Peer_C1;60;100;26;30;10
91;Peer;20;10;13;11;10
91;Peer_C1;60;100;25;35;10
92;Peer;20;10;14;12;10
92;Peer_C1;60;100;29;39;10
93;Peer;20;10;14;12;10
93;Peer_C1;60;100;30;37;10
94;Peer;20;10;13;13;10
94;Peer_C1;60;100;30;38;10
95;Peer;20;10;15;12;10
95;Peer_C1;60;116;30;39;11
96;Peer;20;10;16;11;10
96;Peer_C1;60;116;29;38;11
97;Peer;20;10;16;11;10
97;Peer_C1;60;116;27;39;11
98;Peer;20;10;13;10;10
98;Peer_C1;60;116;26;42;11
99;Peer;20;10;15;10;10
99;Peer_C1;60;116;29;41;11
100;Peer;20;10;12;10;10
100;Peer_C1;60;116;24;39;11
101;Peer;20;10;13;10;10
101;Peer_C1;60;116;24;38;11
102;Peer;20;10;14;13;10
102;Peer_C1;60;116;26;37;11
103;Peer;20;10;14;12;10
103;Peer_C1;60;116;26;41;11
104;Peer;20;10;17;11;10
104;Peer_C1;60;116;31;42;11
105;Peer;20;10;18;11;10
105;Peer_C1;60;116;31;45;11
106;Peer;20;10;18;11;10
106;Peer_C1;60;116;32;46;11
107;Peer;22;11;18;12;11
107;Peer_C1;60;116;32;49;11
108;Peer;22;11;18;12;11
108;Peer_C1;60;132;33;46;12
109;Peer;22;11;18;12;11
109;Peer_C1;60;132;34;45;12
110;Peer;22;11;18;12;11
110;Peer_C1;60;132;32;48;12
111;Peer;22;11;17;13;11
111;Peer_C1;60;132;31;47;12
112;Peer;22;11;17;12;11
112;Peer_C1;60;132;32;48;12
113;Peer;24;12;18;12;12
113;Peer_C1;72;120;32;44;12
114;Peer;24;12;18;11;12
114;Peer_C1;72;120;34;47;12
115;Peer;24;12;17;12;12
115;Peer_C1;72;120;34;50;12
116;Peer;24;12;16;12;12
116;Peer_C1;72;120;33;54;12
117;Peer;24;12;16;12;12
117;Peer_C1;72;120;34;51;12
118;Peer;24;12;18;12;12
118;Peer_C1;72;120;36;53;12
119;Peer;24;12;19;14;12
119;Peer_C1;72;120;36;56;12
120;Peer;24;12;18;14;12
120;Peer_C1;72;120;0;65;12
121;Peer;24;12;19;14;12
121;Peer_C1;72;120;0;66;12
122;Peer;24;12;16;14;12
122;Peer_C1;72;120;0;66;12
123;Peer;24;12;17;13;12
123;Peer_C1;72;120;0;67;12
124;Peer;24;12;18;13;12
124;Peer_C1;72;120;0;68;12
125;Peer;24;12;20;15;12
125;Peer_C1;84;108;5;61;12
126;Peer;24;12;20;13;12
126;Peer_C1;84;108;8;60;12
127;Peer;24;12;20;13;12
127;Peer_C1;84;108;14;57;12
128;Peer;24;12;20;13;12
128;Peer_C1;84;108;14;56;12
129;Peer;26;13;20;13;13
129;Peer_C1;84;108;12;56;12
130;Peer;26;13;20;13;13
130;Peer_C1;84;124;13;55;13
131;Peer;26;13;20;13;13
131;Peer_C1;84;124;14;55;13
132;Peer;26;13;20;14;13
132;Peer_C1;84;124;21;52;13
133;Peer;26;13;20;16;13
133;Peer_C1;84;124;23;48;13
134;Peer;26;13;20;15;13
134;Peer_C1;96;112;24;49;13
135;Peer;26;13;20;16;13
135;Peer_C1;96;112;25;42;13
136;Peer;26;13;20;16;13
136;Peer_C1;96;112;22;42;13
137;Peer;26;13;20;14;13
137;Peer_C1;96;112;30;41;13
138;Peer;26;13;20;13;13
138;Peer_C1;96;112;29;52;13
139;Peer;26;13;21;15;13
139;Peer_C1;108;100;28;47;13
140;Peer;26;13;21;15;13
140;Peer_C1;108;100;27;45;13
141;Peer;26;13;22;14;13
141;Peer_C1;108;100;33;43;13
142;Peer;26;13;21;14;13
142;Peer_C1;108;100;44;43;13
143;Peer;26;13;23;14;13
143;Peer_C1;108;100;39;48;13
144;Peer;26;13;23;14;13
144;Peer_C1;120;88;45;48;13
145;Peer;26;13;22;14;13
145;Peer_C1;120;88;47;48;13
146;Peer;26;13;22;14;13
146;Peer_C1;120;88;47;43;13
147;Peer;26;13;24;15;13
147;Peer_C1;120;88;44;46;13
148;Peer;28;14;24;15;14
148;Peer_C1;120;88;41;42;13
149;Peer;28;14;24;15;14
149;Peer_C1;120;88;40;39;13
150;Peer;28;14;24;15;14
150;Peer_C1;120;104;88;27;14
151;Peer;28;14;24;15;14
151;Peer_C1;120;104;90;28;14
152;Peer;28;14;24;15;14
152;Peer_C1;120;104;88;30;14
153;Peer;28;14;24;15;14
153;Peer_C1;120;104;90;31;14
154;Peer;28;14;24;15;14
154;Peer_C1;120;104;91;32;14
155;Peer;28;14;24;15;14
155;Peer_C1;132;92;89;33;14
156;Peer;28;14;24;15;14
156;Peer_C1;132;92;91;30;14
157;Peer;28;14;24;15;14
157;Peer_C1;132;92;94;29;14
158;Peer;28;14;23;14;14
158;Peer_C1;132;92;96;31;14
159;Peer;28;14;24;14;14
159;Peer_C1;132;92;93;33;14
160;Peer;30;15;24;15;15
160;Peer_C1;132;92;87;30;14
161;Peer;30;15;24;15;15
161;Peer_C1;132;92;92;28;14
162;Peer;30;15;24;15;15
162;Peer_C1;132;92;96;29;14
163;Peer;30;15;24;14;15
163;Peer_C1;132;92;94;30;14
164;Peer;30;15;24;16;15
164;Peer_C1;132;92;105;33;14
165;Peer;30;15;24;16;15
165;Peer_C1;132;92;105;31;14
166;Peer;30;15;24;16;15
166;Peer_C1;132;92;104;30;14
167;Peer;30;15;24;15;15
167;Peer_C1;132;92;98;30;14
168;Peer;30;15;24;16;15
168;Peer_C1;144;80;95;30;14
169;Peer;30;15;24;16;15
169;Peer_C1;144;96;93;33;15
170;Peer;30;15;24;16;15
170;Peer_C1;144;96;97;33;15
171;Peer;30;15;24;15;15
171;Peer_C1;144;96;102;33;15
172;Peer;30;15;24;16;15
172;Peer_C1;144;96;98;32;15
173;Peer;30;15;24;16;15
173;Peer_C1;144;96;89;35;15
174;Peer;30;15;24;18;15
174;Peer_C1;144;96;99;30;15
175;Peer;30;15;24;18;15
175;Peer_C1;144;96;99;30;15
176;Peer;30;15;24;18;15
176;Peer_C1;144;96;99;31;15
177;Peer;30;15;25;17;15
177;Peer_C1;144;96;98;27;15
178;Peer;30;15;26;16;15
178;Peer_C1;144;96;98;27;15
179;Peer;30;15;26;16;15
179;Peer_C1;144;96;97;28;15
180;Peer;30;15;26;16;15
180;Peer_C1;144;96;88;34;15
181;Peer;32;16;26;16;16
181;Peer_C1;144;96;94;33;15
182;Peer;32;16;27;16;16
182;Peer_C1;144;96;93;35;15
183;Peer;32;16;27;16;16
183;Peer_C1;144;96;96;35;15
184;Peer;32;16;26;16;16
184;Peer_C1;144;112;101;36;16
185;Peer;32;16;26;16;16
185;Peer_C1;144;112;87;39;16
186;Peer;32;16;26;16;16
186;Peer_C1;144;112;85;38;16
187;Peer;32;16;26;15;16
187;Peer_C1;144;112;96;34;16
188;Peer;32;16;26;16;16
188;Peer_C1;144;112;101;34;16
189;Peer;32;16;26;16;16
189;Peer_C1;144;112;106;32;16
190;Peer;32;16;25;16;16
190;Peer_C1;156;100;101;31;16
191;Peer;32;16;25;16;16
191;Peer_C1;156;100;108;30;16
192;Peer;32;16;25;16;16
192;Peer_C1;156;100;107;31;16
193;Peer;32;16;24;16;16
193;Peer_C1;156;100;111;31;16
194;Peer;32;16;24;17;16
194;Peer_C1;156;100;102;34;16
195;Peer;32;16;26;17;16
195;Peer_C1;156;100;100;34;16
196;Peer;32;16;25;17;16
196;Peer_C1;156;100;100;33;16
197;Peer;32;16;25;17;16
197;Peer_C1;156;100;116;32;16
198;Peer;32;16;24;18;16
198;Peer_C1;156;100;118;38;16
199;Peer;30;15;23;16;15
199;Peer_C1;156;100;108;43;16
200;Peer;30;15;23;17;15
200;Peer_C1;156;100;112;41;16
201;Peer;30;15;21;18;15
201;Peer_C1;156;100;112;41;16
202;Peer;30;15;20;19;15
202;Peer_C1;156;100;111;41;16
203;Peer;30;15;21;19;15
203;Peer_C1;156;100;111;39;16
204;Peer;30;15;20;20;15
204;Peer_C1;156;100;99;39;16
205;Peer;28;14;18;19;14
205;Peer_C1;156;100;91;43;16
206;Peer;26;13;18;17;13
206;Peer_C1;156;100;91;43;16
207;Peer;26;13;17;19;13
207;Peer_C1;156;100;90;49;16
208;Peer;24;12;16;16;12
208;Peer_C1;156;100;86;49;16
209;Peer;24;12;15;19;12
209;Peer_C1;144;96;73;48;15
210;Peer;22;11;14;16;11
210;Peer_C1;156;84;39;56;15
211;Peer;22;11;15;16;11
211;Peer_C1;156;84;38;67;15
212;Peer;22;11;14;17;11
212;Peer_C1;156;84;37;74;15
213;Peer;22;11;14;17;11
213;Peer_C1;156;84;26;83;15
214;Peer;22;11;14;16;11
214;Peer_C1;156;84;23;91;15
215;Peer;20;10;14;13;10
215;Peer_C1;144;80;19;85;14
216;Peer;20;10;14;14;10
216;Peer_C1;144;80;19;88;14
217;Peer;20;10;14;14;10
217;Peer_C1;132;76;19;76;13
218;Peer;20;10;14;15;10
218;Peer_C1;120;72;19;67;12
219;Peer;20;10;14;14;10
219;Peer_C1;120;72;19;68;12
220;Peer;20;10;14;13;10
220;Peer_C1;120;72;25;66;12
221;Peer;18;9;14;11;9
221;Peer_C1;120;72;29;64;12
222;Peer;20;10;14;13;10
222;Peer_C1;120;72;27;64;12
223;Peer;20;10;12;13;10
223;Peer_C1;120;72;28;61;12
224;Peer;20;10;13;12;10
224;Peer_C1;120;72;30;60;12
225;Peer;20;10;13;13;10
225;Peer_C1;108;68;30;54;11
226;Peer;18;9;14;10;9
226;Peer_C1;108;68;30;54;11
227;Peer;18;9;14;12;9
227;Peer_C1;108;68;30;54;11
228;Peer;18;9;14;13;9
228;Peer_C1;108;68;23;57;11
229;Peer;18;9;14;13;9
229;Peer_C1;120;56;24;51;11
230;Peer;18;9;15;11;9
230;Peer_C1;120;56;24;51;11
231;Peer;18;9;15;12;9
231;Peer_C1;108;52;24;41;10
232;Peer;18;9;15;12;9
232;Peer_C1;108;52;24;41;10
233;Peer;18;9;15;12;9
233;Peer_C1;96;48;24;30;9
234;Peer;18;9;16;12;9
234;Peer_C1;96;48;24;30;9
235;Peer;18;9;16;12;9
235;Peer_C1;96;48;24;30;9
236;Peer;18;9;16;11;9
236;Peer_C1;96;48;24;30;9
237;Peer;18;9;16;11;9
237;Peer_C1;96;48;24;30;9
238;Peer;20;10;16;11;10
238;Peer_C1;96;48;24;30;9
239;Peer;20;10;16;11;10
239;Peer_C1;96;64;24;30;10
240;Peer;20;10;15;12;10
240;Peer_C1;96;80;31;28;11
241;Peer;22;11;16;11;11
241;Peer_C1;96;80;32;28;11
242;Peer;24;12;15;12;12
242;Peer_C1;96;80;32;28;11
243;Peer;24;12;16;11;12
243;Peer_C1;96;80;33;28;11
244;Peer;24;12;15;12;12
244;Peer_C1;108;68;33;25;11
245;Peer;24;12;16;12;12
245;Peer_C1;108;68;42;23;11
246;Peer;24;12;16;14;12
246;Peer_C1;108;68;43;23;11
247;Peer;24;12;16;14;12
247;Peer_C1;108;68;45;23;11
248;Peer;26;13;16;14;13
248;Peer_C1;108;68;45;24;11
249;Peer;26;13;16;14;13
249;Peer_C1;108;68;45;28;11
250;Peer;26;13;17;13;13
250;Peer_C1;108;68;39;29;11
251;Peer;26;13;17;15;13
251;Peer_C1;108;68;39;28;11
252;Peer;26;13;18;15;13
252;Peer_C1;108;68;39;28;11
253;Peer;26;13;17;14;13
253;Peer_C1;108;68;40;28;11
254;Peer;26;13;18;13;13
254;Peer_C1;108;68;40;27;11
255;Peer;26;13;18;13;13
255;Peer_C1;108;68;39;28;11
256;Peer;26;13;18;15;13
256;Peer_C1;108;68;39;28;11
257;Peer;26;13;17;16;13
257;Peer_C1;108;68;38;30;11
258;Peer;26;13;16;17;13
258;Peer_C1;108;68;45;29;11
259;Peer;26;13;17;16;13
259;Peer_C1;108;68;49;28;11
260;Peer;26;13;20;17;13
260;Peer_C1;108;68;48;30;11
261;Peer;24;12;18;13;12
261;Peer_C1;108;68;56;34;11
262;Peer;24;12;18;12;12
262;Peer_C1;108;68;54;34;11
263;Peer;24;12;19;14;12
263;Peer_C1;96;64;47;29;10
264;Peer;24;12;19;17;12
264;Peer_C1;96;64;48;30;10
265;Peer;24;12;19;15;12
265;Peer_C1;96;64;41;34;10
266;Peer;24;12;20;14;12
266;Peer_C1;96;64;42;40;10
267;Peer;24;12;19;14;12
267;Peer_C1;96;64;42;38;10
268;Peer;24;12;19;15;12
268;Peer_C1;96;64;42;38;10
269;Peer;22;11;18;14;11
269;Peer_C1;96;64;43;40;10
270;Peer;22;11;16;14;11
270;Peer_C1;96;64;35;44;10
271;Peer;22;11;19;12;11
271;Peer_C1;84;60;35;30;9
272;Peer;22;11;18;15;11
272;Peer_C1;84;60;33;37;9
273;Peer;22;11;18;14;11
273;Peer_C1;84;60;33;38;9
274;Peer;22;11;19;13;11
274;Peer_C1;72;56;19;37;8
275;Peer;22;11;19;14;11
275;Peer_C1;72;56;20;38;8
276;Peer;22;11;20;13;11
276;Peer_C1;72;56;20;39;8
277;Peer;22;11;19;14;11
277;Peer_C1;72;56;20;38;8
278;Peer;22;11;20;14;11
278;Peer_C1;72;56;21;39;8
279;Peer;22;11;20;14;11
279;Peer_C1;72;56;21;39;8
280;Peer;22;11;20;14;11
280;Peer_C1;72;56;31;36;8
281;Peer;22;11;20;14;11
281;Peer_C1;72;56;31;36;8
282;Peer;22;11;20;14;11
282;Peer_C1;72;56;31;36;8
283;Peer;22;11;20;14;11
283;Peer_C1;72;56;31;36;8
284;Peer;22;11;20;13;11
284;Peer_C1;72;72;30;36;9
285;Peer;22;11;20;13;11
285;Peer_C1;72;72;28;36;9
286;Peer;22;11;20;13;11
286;Peer_C1;72;72;27;38;9
287;Peer;22;11;19;14;11
287;Peer_C1;72;72;27;37;9
288;Peer;22;11;19;14;11
288;Peer_C1;72;72;19;39;9
289;Peer;22;11;19;14;11
289;Peer_C1;72;72;13;46;9
290;Peer;22;11;19;14;11
290;Peer_C1;72;72;12;48;9
291;Peer;22;11;18;15;11
291;Peer_C1;72;72;12;51;9
292;Peer;22;11;18;15;11
292;Peer_C1;72;72;17;50;9
293;Peer;22;11;18;15;11
293;Peer_C1;60;68;19;36;8
294;Peer;22;11;18;15;11
294;Peer_C1;48;64;18;28;7
295;Peer;22;11;18;15;11
295;Peer_C1;48;64;18;27;7
296;Peer;20;10;16;14;10
296;Peer_C1;48;64;18;28;7
297;Peer;20;10;15;15;10
297;Peer_C1;48;64;18;29;7
298;Peer;20;10;15;15;10
298;Peer_C1;48;64;17;31;7
299;Peer;20;10;13;17;10
299;Peer_C1;60;52;17;29;7
300;Peer;20;10;13;17;10
300;Peer_C1;72;40;12;29;7
301;Peer;20;10;14;17;10
301;Peer_C1;72;40;12;32;7
302;Peer;20;10;14;17;10
302;Peer_C1;72;40;12;33;7
303;Peer;20;10;14;17;10
303;Peer_C1;72;40;12;35;7
304;Peer;20;10;14;17;10
304;Peer_C1;72;40;6;34;7
305;Peer;20;10;14;16;10
305;Peer_C1;72;40;6;36;7
306;Peer;20;10;14;16;10
306;Peer_C1;72;40;6;36;7
307;Peer;20;10;14;16;10
307;Peer_C1;72;40;6;36;7
308;Peer;18;9;12;15;9
308;Peer_C1;72;40;6;36;7
309;Peer;18;9;12;15;9
309;Peer_C1;72;40;6;36;7
310;Peer;18;9;12;15;9
310;Peer_C1;72;40;6;39;7
311;Peer;18;9;12;15;9
311;Peer_C1;72;40;9;37;7
312;Peer;16;8;12;12;8
312;Peer_C1;72;40;10;37;7
313;Peer;14;7;12;9;7
313;Peer_C1;72;40;12;33;7
314;Peer;14;7;11;10;7
314;Peer_C1;72;40;14;36;7
315;Peer;14;7;11;10;7
315;Peer_C1;60;36;15;27;6
316;Peer;14;7;10;11;7
316;Peer_C1;60;36;14;27;6
317;Peer;14;7;10;11;7
317;Peer_C1;60;36;14;27;6
318;Peer;16;8;10;11;8
318;Peer_C1;60;36;14;27;6
319;Peer;16;8;10;11;8
319;Peer_C1;60;36;16;26;6
320;Peer;16;8;10;11;8
320;Peer_C1;60;36;16;26;6
321;Peer;16;8;10;11;8
321;Peer_C1;60;36;17;25;6
322;Peer;16;8;10;11;8
322;Peer_C1;60;36;17;25;6
323;Peer;16;8;10;11;8
323;Peer_C1;60;36;17;25;6
324;Peer;16;8;10;11;8
324;Peer_C1;48;32;12;21;5
325;Peer;16;8;10;11;8
325;Peer_C1;48;32;12;21;5
326;Peer;16;8;10;11;8
326;Peer_C1;48;32;12;21;5
327;Peer;14;7;10;8;7
327;Peer_C1;48;32;12;21;5
328;Peer;14;7;10;8;7
328;Peer_C1;48;32;12;21;5
329;Peer;14;7;10;8;7
329;Peer_C1;48;32;11;22;5
330;Peer;16;8;10;8;8
330;Peer_C1;48;32;13;22;5
331;Peer;16;8;10;8;8
331;Peer_C1;48;32;13;23;5
332;Peer;16;8;10;8;8
332;Peer_C1;48;32;13;22;5
333;Peer;16;8;9;9;8
333;Peer_C1;48;48;12;22;6
334;Peer;16;8;8;10;8
334;Peer_C1;48;48;12;23;6
335;Peer;16;8;8;10;8
335;Peer_C1;48;48;12;23;6
336;Peer;16;8;8;10;8
336;Peer_C1;48;48;12;23;6
337;Peer;16;8;8;10;8
337;Peer_C1;48;48;12;23;6
338;Peer;16;8;8;10;8
338;Peer_C1;48;48;12;23;6
339;Peer;14;7;8;10;7
339;Peer_C1;48;48;12;23;6
340;Peer;14;7;8;9;7
340;Peer_C1;48;48;13;23;6
341;Peer;14;7;8;8;7
341;Peer_C1;48;48;13;23;6
342;Peer;14;7;8;8;7
342;Peer_C1;48;48;13;23;6
343;Peer;14;7;9;9;7
343;Peer_C1;36;44;13;12;5
344;Peer;14;7;9;8;7
344;Peer_C1;48;32;15;9;5
345;Peer;14;7;10;8;7
345;Peer_C1;48;32;15;9;5
346;Peer;14;7;10;8;7
346;Peer_C1;48;32;15;9;5
347;Peer;14;7;10;8;7
347;Peer_C1;48;32;15;9;5
348;Peer;14;7;10;8;7
348;Peer_C1;48;32;15;9;5
349;Peer;14;7;10;8;7
349;Peer_C1;48;32;15;10;5
350;Peer;14;7;9;9;7
350;Peer_C1;48;32;15;10;5
351;Peer;14;7;10;11;7
351;Peer_C1;48;32;15;13;5
352;Peer;14;7;10;11;7
352;Peer_C1;48;32;18;13;5
353;Peer;14;7;10;9;7
353;Peer_C1;48;32;18;13;5
354;Peer;14;7;10;9;7
354;Peer_C1;48;32;18;15;5
355;Peer;16;8;10;10;8
355;Peer_C1;48;32;18;15;5
356;Peer;16;8;10;10;8
356;Peer_C1;48;32;18;12;5
357;Peer;16;8;10;10;8
357;Peer_C1;48;32;18;12;5
358;Peer;16;8;10;9;8
358;Peer_C1;48;32;19;11;5
359;Peer;16;8;10;9;8
359;Peer_C1;48;32;14;14;5
360;Peer;16;8;11;9;8
360;Peer_C1;48;32;7;17;5
361;Peer;16;8;11;9;8
361;Peer_C1;48;32;7;19;5
362;Peer;16;8;11;10;8
362;Peer_C1;48;32;7;19;5
363;Peer;16;8;11;10;8
363;Peer_C1;48;32;7;21;5
364;Peer;16;8;11;10;8
364;Peer_C1;48;32;7;23;5
365;Peer;16;8;12;10;8
365;Peer_C1;48;32;7;23;5
366;Peer;16;8;12;10;8
366;Peer_C1;48;32;7;23;5
367;Peer;16;8;12;9;8
367;Peer_C1;48;32;7;23;5
368;Peer;16;8;12;9;8
368;Peer_C1;48;32;6;23;5
369;Peer;16;8;10;11;8
369;Peer_C1;48;32;0;28;5
370;Peer;14;7;10;12;7
370;Peer_C1;48;32;0;30;5
371;Peer;14;7;10;8;7
371;Peer_C1;48;32;0;30;5
372;Peer;14;7;11;10;7
372;Peer_C1;48;32;0;30;5
373;Peer;14;7;12;9;7
373;Peer_C1;48;32;0;30;5
374;Peer;14;7;11;9;7
374;Peer_C1;48;32;5;27;5
375;Peer;16;8;10;10;8
375;Peer_C1;48;32;5;28;5
376;Peer;14;7;9;7;7
376;Peer_C1;48;32;10;25;5
377;Peer;14;7;8;8;7
377;Peer_C1;48;32;10;25;5
378;Peer;14;7;9;8;7
378;Peer_C1;48;32;10;25;5
379;Peer;14;7;10;8;7
379;Peer_C1;48;32;10;25;5
380;Peer;14;7;10;8;7
380;Peer_C1;48;48;10;25;6
381;Peer;14;7;10;9;7
381;Peer_C1;48;48;10;26;6
382;Peer;14;7;10;9;7
382;Peer_C1;36;44;11;16;5
383;Peer;14;7;11;9;7
383;Peer_C1;36;44;11;15;5
384;Peer;14;7;10;11;7
384;Peer_C1;36;44;11;14;5
385;Peer;14;7;10;11;7
385;Peer_C1;36;44;11;14;5
386;Peer;14;7;9;12;7
386;Peer_C1;36;44;11;14;5
387;Peer;14;7;9;12;7
387;Peer_C1;36;44;11;15;5
388;Peer;14;7;9;12;7
388;Peer_C1;36;44;11;14;5
389;Peer;14;7;10;11;7
389;Peer_C1;36;44;12;14;5
390;Peer;14;7;10;11;7
390;Peer_C1;36;44;14;13;5
391;Peer;14;7;9;12;7
391;Peer_C1;36;44;14;11;5
392;Peer;14;7;8;13;7
392;Peer_C1;36;44;14;15;5
393;Peer;14;7;8;13;7
393;Peer_C1;48;32;13;13;5
394;Peer;12;6;9;9;6
394;Peer_C1;48;32;13;13;5
395;Peer;12;6;10;9;6
