# Log format <Tick> <# of peers> <# of finished peers>
0;11;1
1;11;1
2;11;1
3;11;1
4;11;1
5;11;1
6;11;1
7;11;1
8;11;1
9;11;1
10;11;1
11;11;1
12;11;1
13;11;1
14;11;1
15;11;1
16;11;1
17;11;1
18;11;1
19;11;1
20;11;1
21;11;1
22;11;1
23;11;1
24;11;1
25;11;1
26;11;1
27;11;1
28;11;1
29;11;1
30;11;1
31;11;1
32;11;1
33;12;1
34;12;1
35;12;1
36;12;1
37;12;1
38;12;1
39;12;1
40;12;1
41;12;1
42;12;1
43;12;1
44;12;1
45;12;1
46;12;1
47;12;1
48;12;1
49;12;1
50;12;1
51;12;1
52;12;1
53;13;1
54;13;1
55;13;1
56;13;1
57;13;1
58;13;1
59;13;1
60;13;1
61;13;1
62;14;1
63;14;1
64;14;1
65;15;1
66;15;1
67;15;1
68;15;1
69;15;1
70;15;1
71;15;1
72;15;1
73;16;1
74;17;1
75;17;1
76;17;1
77;17;1
78;17;1
79;18;1
80;18;1
81;18;1
82;18;1
83;18;1
84;19;1
85;19;1
86;19;1
87;19;1
88;20;1
89;20;1
90;20;1
91;20;1
92;20;1
93;20;1
94;20;1
95;21;1
96;21;1
97;21;1
98;21;1
99;21;1
100;21;1
101;21;1
102;21;1
103;21;1
104;21;1
105;21;1
106;21;1
107;22;1
108;23;1
109;23;1
110;23;1
111;23;1
112;23;1
113;24;1
114;24;1
115;24;1
116;24;1
117;24;1
118;24;1
119;24;1
120;24;1
121;24;1
122;24;1
123;24;1
124;24;1
125;24;1
126;24;1
127;24;1
128;24;1
129;25;1
130;26;1
131;26;1
132;26;1
133;26;1
134;26;1
135;26;1
136;26;1
137;26;1
138;26;1
139;26;1
140;26;1
141;26;1
142;26;1
143;26;1
144;26;1
145;26;1
146;26;1
147;26;1
148;27;1
149;27;1
150;28;1
151;28;1
152;28;1
153;28;1
154;28;1
155;28;1
156;28;1
157;28;1
158;28;1
159;28;1
160;29;1
161;29;1
162;29;1
163;29;1
164;29;1
165;29;1
166;29;1
167;29;1
168;29;1
169;30;1
170;30;1
171;30;1
172;30;1
173;30;1
174;30;1
175;30;1
176;30;1
177;30;1
178;30;1
179;30;1
180;30;1
181;31;1
182;31;1
183;31;1
184;32;1
185;32;1
186;32;1
187;32;1
188;32;1
189;32;1
190;32;1
191;32;1
192;32;1
193;32;1
194;32;2
195;32;3
196;32;3
197;32;3
198;32;3
199;31;2
200;31;3
201;31;3
202;31;5
203;31;6
204;31;6
205;30;6
206;29;5
207;29;7
208;28;6
209;27;7
210;26;6
211;26;6
212;26;7
213;26;8
214;26;9
215;24;7
216;24;7
217;23;6
218;22;5
219;22;5
220;22;5
221;21;5
222;22;5
223;22;5
224;22;5
225;21;4
226;20;3
227;20;3
228;20;3
229;20;3
230;20;3
231;19;2
232;19;2
233;18;1
234;18;1
235;18;1
236;18;1
237;18;1
238;19;1
239;20;1
240;21;1
241;22;1
242;23;1
243;23;1
244;23;1
245;23;1
246;23;1
247;23;1
248;24;1
249;24;1
250;24;1
251;24;1
252;24;1
253;24;1
254;24;1
255;24;1
256;24;1
257;24;2
258;24;3
259;24;3
260;24;3
261;23;3
262;23;3
263;22;3
264;22;3
265;22;3
266;22;3
267;22;3
268;22;3
269;21;2
270;21;2
271;20;1
272;20;3
273;20;3
274;19;2
275;19;2
276;19;2
277;19;2
278;19;2
279;19;2
280;19;2
281;19;2
282;19;2
283;19;2
284;20;2
285;20;2
286;20;4
287;20;4
288;20;4
289;20;4
290;20;4
291;20;4
292;20;5
293;19;5
294;18;4
295;18;4
296;17;3
297;17;3
298;17;4
299;17;4
300;17;4
301;17;4
302;17;4
303;17;4
304;17;5
305;17;5
306;17;5
307;17;5
308;16;4
309;16;4
310;16;5
311;16;5
312;15;4
313;14;4
314;14;4
315;13;3
316;13;3
317;13;3
318;14;3
319;14;3
320;14;3
321;14;3
322;14;3
323;14;4
324;13;3
325;13;3
326;13;3
327;12;2
328;12;2
329;12;2
330;13;2
331;13;2
332;13;3
333;14;3
334;14;3
335;14;3
336;14;3
337;14;3
338;14;3
339;13;2
340;13;2
341;13;2
342;13;2
343;12;1
344;12;1
345;12;1
346;12;1
347;12;1
348;12;1
349;12;1
350;12;1
351;12;1
352;12;1
353;12;1
354;12;1
355;13;1
356;13;1
357;13;1
358;13;1
359;13;1
360;13;1
361;13;1
362;13;1
363;13;1
364;13;1
365;13;1
366;13;1
367;13;2
368;13;3
369;13;3
370;12;2
371;12;2
372;12;2
373;12;2
374;12;2
375;13;3
376;12;2
377;12;2
378;12;2
379;12;2
380;13;2
381;13;2
382;12;1
383;12;2
384;12;2
385;12;2
386;12;2
387;12;2
388;12;2
389;12;2
390;12;2
391;12;2
392;12;3
393;12;3
394;11;2
395;11;2
396;12;3
397;12;3
398;12;3
399;11;3
400;11;3
401;11;3
402;11;3
403;11;3
404;11;3
405;10;3
406;10;3
407;10;3
408;10;3
409;9;2
410;9;2
411;9;2
412;10;2
413;10;2
414;10;2
415;10;2
416;10;2
417;10;2
418;10;2
419;10;2
420;10;2
421;10;2
422;10;2
423;10;2
424;11;2
425;11;2
426;11;2
427;11;2
428;11;2
429;11;2
430;10;1
431;11;1
432;11;1
433;12;1
434;12;1
435;12;1
436;12;1
437;12;1
438;12;1
439;12;1
440;12;1
441;12;1
442;12;1
443;12;1
444;12;1
445;12;1
446;12;1
447;12;1
448;12;1
449;12;1
450;12;1
451;12;1
452;12;1
453;12;1
454;12;1
455;12;1
456;12;1
457;12;1
458;12;2
459;13;2
460;13;2
461;13;2
462;13;3
463;12;2
464;12;2
465;12;2
466;13;2
467;13;3
468;14;3
469;14;3
470;14;3
471;14;3
472;13;3
473;13;3
474;12;2
475;13;2
476;13;2
477;13;2
478;13;2
479;13;2
480;13;2
481;13;2
482;14;3
483;14;3
484;14;3
485;14;3
486;14;3
487;14;3
488;14;3
489;14;3
490;14;3
491;13;2
492;13;2
493;13;2
494;13;2
495;13;2
496;13;2
497;14;2
498;14;2
499;14;2
500;15;2
501;15;2
502;15;2
503;15;2
504;15;2
505;15;3
506;14;2
507;14;2
508;14;2
509;13;1
510;13;1
511;13;1
512;13;1
513;13;1
514;13;1
515;13;1
516;13;1
517;13;1
518;13;1
519;13;1
520;13;1
521;13;1
522;13;1
523;13;1
524;13;1
525;13;1
526;13;1
527;13;1
528;13;1
529;13;1
530;13;1
531;13;1
532;13;1
533;13;1
534;13;1
535;13;1
536;13;1
537;13;1
538;13;1
539;13;1
540;13;1
541;13;1
542;13;1
543;13;1
544;13;1
545;13;1
546;13;1
547;13;1
548;13;1
549;13;1
550;13;1
551;13;1
552;13;1
553;13;1
554;13;1
555;13;1
556;13;1
557;13;1
558;13;1
559;13;1
560;13;1
561;13;2
562;13;2
563;13;2
564;12;1
565;12;1
566;12;1
567;12;1
568;12;2
569;12;2
570;12;3
571;11;2
572;11;2
573;11;2
574;11;2
575;11;2
576;11;2
577;11;2
578;11;3
579;11;4
580;11;4
581;11;4
582;11;4
583;11;4
584;11;4
585;11;4
586;11;4
587;11;4
588;11;4
589;10;3
590;10;3
591;10;3
592;10;4
593;10;4
594;9;3
595;8;2
596;8;2
597;8;2
598;7;1
599;7;1
600;7;1
